RCSI,RCSI_predict
20,.52178651
0,.52178651
5,.52178651
22,.52178651
23,.52178651
39,.52178651
0,.52178651
0,.52178651
22,.52178651
17,.52178651
3,.52178651
22,.52178651
0,.52178651
16,.52178651
5,.52178651
3,.52178651
0,-3.4748781
0,-3.4748781
27,-3.4748781
0,-3.4748781
0,-3.4748781
0,-3.4748781
0,-3.4748781
0,-3.4748781
0,-3.4748781
13,-3.4748781
2,-3.4748781
0,-3.4748781
20,-3.4748781
0,-3.4748781
1,-3.4748781
28,-3.4748781
0,-3.4748781
0,-4.359983
10,-4.359983
11,-4.359983
2,-4.359983
5,-4.359983
30,-4.359983
8,-4.359983
8,-4.359983
2,-4.359983
2,-4.359983
0,.12994945
0,-4.359983
4,-4.359983
4,-4.359983
7,-4.359983
4,-4.359983
13,-1.5045501
6,-1.5045501
14,-1.5045501
2,-1.5045501
0,-1.5045501
2,-1.5045501
4,-1.5045501
21,-1.5045501
2,-1.5045501
0,-1.5045501
5,-1.5045501
0,-1.5045501
2,-1.5045501
0,-1.5045501
11,-1.5045501
8,-1.5045501
0,-1.5045501
0,-1.5045501
0,-1.5045501
0,-2.5341258
9,-2.5341258
4,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
0,-2.5341258
16,-4.6165843
0,-4.6165843
16,-4.6165843
5,-4.6165843
29,-4.6165843
29,-4.6165843
16,-4.6165843
35,-4.6165843
13,-4.6165843
24,-4.6165843
6,-4.6165843
0,-2.4253705
0,-2.4253705
0,2.0645618
8,-2.4253705
12,-2.4253705
0,-2.4253705
0,-2.4253705
0,-2.4253705
0,-2.4253705
0,-2.4253705
5,-2.4253705
0,-2.4253705
0,-2.4253705
0,-2.4253705
0,-2.4253705
0,-2.4253705
3,-2.4253705
12,-1.4520415
0,-1.4520415
0,-1.4520415
2,-1.4520415
3,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
4,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
0,-1.4520415
0,-2.0882094
2,-2.0882094
0,-2.0882094
0,-2.0882094
3,-2.0882094
2,-2.0882094
0,-2.0882094
2,-2.0882094
0,-2.0882094
0,-2.0882094
4,-2.0882094
2,-2.0882094
0,-2.0882094
0,-2.0882094
0,-2.0882094
0,-2.0882094
11,-2.0882094
0,-2.0882094
3,-2.0882094
4,-2.0882094
35,-2.0882094
0,2.5589437
0,2.5589437
0,2.5589437
9,-1.9309886
0,2.5589437
0,2.5589437
0,2.5589437
11,-6.350718
8,-6.350718
0,-6.350718
0,-6.350718
8,-6.350718
0,-6.350718
1,-6.350718
2,-6.350718
0,-6.350718
3,-6.350718
2,-6.350718
0,-6.350718
9,-6.350718
14,-6.350718
9,-6.350718
4,-6.350718
6,-6.350718
0,-6.350718
0,-6.350718
17,-2.91857
4,-2.91857
18,-2.91857
2,-2.91857
14,-2.91857
14,-2.91857
6,-2.91857
0,-2.91857
0,-2.91857
0,-2.91857
0,-2.91857
9,-2.91857
0,-2.91857
10,-2.91857
14,-2.91857
22,-2.91857
17,-2.91857
0,-2.91857
0,3.943465
2,3.943465
16,3.943465
16,3.943465
0,3.943465
6,3.943465
15,3.943465
4,3.943465
0,-.54646742
0,-4.617713
0,.40849456
0,.40849456
0,.40849456
0,.40849456
6,.40849456
0,4.898427
0,.40849456
3,.40849456
0,.40849456
0,.40849456
12,-4.0814376
0,.40849456
0,.40849456
0,.40849456
0,2.0080292
0,2.0080292
0,2.0080292
17,2.0080292
14,2.0080292
0,2.0080292
0,2.0080292
4,2.0080292
0,2.0080292
0,-2.4819031
0,2.0080292
0,2.0080292
0,-2.4819031
0,2.0080292
0,-8.7340956
0,-4.244163
2,-8.7340956
0,-8.7340956
2,-8.7340956
0,-8.7340956
7,-8.7340956
0,-3.1144905
11,-8.7340956
0,-4.244163
0,-6.1929498
0,-6.1929498
14,-1.7030175
0,.016541181
0,.016541181
0,.016541181
0,.016541181
3,.016541181
0,.016541181
1,.016541181
0,.016541181
0,.016541181
0,.016541181
0,.016541181
0,.016541181
0,.016541181
0,.016541181
1,2.8629272
0,2.8629272
7,2.8629272
10,2.8629272
0,2.8629272
0,2.8629272
10,2.8629272
16,2.8629272
1,-1.6270051
28,2.8629272
11,2.8629272
0,2.8629272
0,2.8629272
0,2.8629272
0,-1.6270051
0,3.9926
0,-2.3251038
0,-2.3251038
0,-2.3251038
0,-2.3251038
2,-2.3251038
0,-2.3251038
4,-2.3251038
0,-2.3251038
6,-2.3251038
2,-2.3251038
0,-2.3251038
0,-2.3251038
0,-2.3251038
6,-2.3251038
0,-2.3251038
0,-2.3251038
35,-2.3251038
1,.36731976
7,-4.1226125
0,.36731976
0,.36731976
1,.36731976
0,.36731976
0,.36731976
4,.36731976
0,.36731976
14,.36731976
0,.36731976
7,.36731976
8,.36731976
0,.36731976
3,-.30703405
4,-.30703405
21,-.30703405
2,-.30703405
9,-.30703405
17,-.30703405
5,-.30703405
26,-.30703405
0,-.30703405
0,-.30703405
0,-.30703405
0,-.30703405
2,-.30703405
21,-.30703405
15,-.30703405
0,-.30703405
19,-.30703405
2,-.30703405
0,.24262953
3,.24262953
0,.24262953
2,.24262953
0,.24262953
3,.24262953
0,.24262953
0,.24262953
0,.24262953
28,.24262953
0,.24262953
0,.24262953
0,.24262953
16,.24262953
0,.24262953
7,.24262953
1,.24262953
0,.24262953
7,.24262953
5,.21267214
15,.21267214
0,.21267214
11,-4.2772603
22,.21267214
0,.21267214
20,.21267214
16,.21267214
14,.21267214
18,.21267214
13,.21267214
8,.21267214
0,.21267214
21,-.46794948
0,-.46794948
3,-.46794948
0,-.46794948
10,-.46794948
0,-.46794948
1,4.0219827
4,-.46794948
7,-.46794948
0,-.46794948
3,2.6712883
11,2.6712883
9,2.6712883
6,2.6712883
34,2.6712883
15,2.6712883
0,2.6712883
3,2.6712883
6,2.6712883
2,2.6712883
14,2.6712883
2,2.6712883
3,2.6712883
0,2.6712883
21,2.6712883
3,4.3891096
10,4.3891096
14,4.3891096
17,4.3891096
14,4.3891096
0,4.3891096
13,4.3891096
8,4.3891096
6,-.10082266
15,4.3891096
9,4.3891096
0,1.9355649
16,1.9355649
11,1.9355649
2,1.9355649
13,1.9355649
0,1.9355649
8,1.9355649
11,1.9355649
0,1.9355649
21,1.9355649
5,1.9355649
12,1.9355649
16,1.9355649
0,-4.0068345
0,-4.0068345
5,-4.0068345
12,-9.6264391
0,-4.0068345
0,-4.0068345
0,-4.0068345
0,-4.0068345
0,-4.0068345
0,-5.136507
6,-3.7607121
0,-8.2506447
0,-2.6310394
0,-3.3173265
10,-3.3173265
0,-3.3173265
12,-3.3173265
13,-3.3173265
5,-3.3173265
4,-3.3173265
2,-2.1876538
12,-3.3173265
3,-3.3173265
2,-3.3173265
17,-3.3173265
2,-3.3173265
2,-3.3173265
16,-3.0970812
3,-3.0970812
0,-3.0970812
0,-3.0970812
10,-3.0970812
28,-3.0970812
0,-3.0970812
3,-3.0970812
0,-3.0970812
0,-3.0970812
0,-3.0970812
0,-3.0970812
0,-3.0970812
0,-3.0970812
0,-3.0970812
0,-3.0970812
0,-4.1522989
0,-4.1522989
0,-4.1522989
0,-4.1522989
0,-4.1522989
0,-4.1522989
2,-4.1522989
28,-4.1522989
0,-4.1522989
0,-4.1522989
28,-4.1522989
0,-4.1522989
0,-4.1522989
0,-4.1522989
5,-4.1522989
0,-4.1522989
3,-4.6659946
0,-4.6659946
18,-4.6659946
7,-4.6659946
0,-4.6659946
12,-4.6659946
0,-4.6659946
7,-4.6659946
7,-4.6659946
0,-4.6659946
14,-4.6659946
6,-4.6659946
4,-4.6659946
0,-4.6659946
14,-4.6659946
6,-4.6659946
0,-3.6519721
0,-3.6519721
0,-3.6519721
0,-3.6519721
10,-3.6519721
0,-3.6519721
21,-3.6519721
6,-3.6519721
0,-3.6519721
10,-3.6519721
9,-3.6519721
0,-3.6519721
7,-3.6519721
0,-3.6519721
0,-3.6519721
0,-3.6519721
2,-3.6519721
0,-8.6441727
2,-8.6441727
22,-8.6441727
0,-8.6441727
13,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-8.6441727
0,-5.1457891
0,-5.1457891
0,-5.1457891
10,-3.7572811
0,-3.7572811
5,-3.7572811
0,-3.7572811
0,-3.7572811
3,-3.7572811
0,-3.7572811
6,-3.7572811
0,-3.7572811
0,-3.7572811
0,-3.7572811
6,-3.7572811
9,-3.7572811
7,-3.7572811
25,-3.7572811
17,-3.7572811
0,-3.7572811
1,-5.3967314
0,-5.3967314
0,-5.3967314
0,-5.3967314
0,-5.3967314
3,-5.3967314
0,-5.3967314
0,-5.3967314
0,-5.3967314
0,-5.3967314
0,-5.3967314
0,-5.3967314
0,-.029157298
0,-.029157298
0,-.029157298
0,-.029157298
0,-.029157298
0,-.029157298
8,-.029157298
0,-.029157298
0,-.029157298
5,-.029157298
0,-.029157298
0,-.029157298
0,-3.5251582
0,-3.5251582
2,-3.5251582
1,-3.5251582
0,-3.5251582
0,-3.5251582
0,-3.5251582
0,-3.5251582
0,-3.5251582
0,-3.5251582
0,-3.5251582
1,-3.5251582
9,-3.5251582
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-2.0387959
3,-2.0387959
0,-2.0387959
0,-2.0387959
2,-2.0387959
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-2.0387959
0,-1.0217973
0,-.40832606
0,-.40832606
0,-.40832606
0,-.40832606
0,-.40832606
3,-.40832606
0,-.40832606
0,-.40832606
0,-.40832606
3,-.40832606
0,-.40832606
0,-.40832606
2,-.40832606
0,-.40832606
0,-.40832606
5,-.40832606
0,-2.0072162
0,-3.2344294
0,-3.2344294
0,-3.2344294
10,-3.2344294
0,-3.2344294
0,-3.2344294
0,-3.2344294
1,-3.2344294
0,-3.2344294
0,-3.2344294
0,-3.2344294
0,-3.2344294
3,-3.2344294
2,-3.2344294
0,-3.2344294
0,-6.8196774
8,-6.8196774
2,-6.8196774
0,-6.8196774
0,-6.8196774
0,-6.8196774
0,-6.8196774
0,-6.8196774
0,-6.8196774
0,-6.8343301
7,-6.8343301
0,-6.8343301
8,-6.8343301
0,-6.8343301
3,-6.8343301
11,-6.8343301
11,-6.8343301
4,-6.8343301
0,-6.8343301
0,-6.8343301
0,-6.8343301
2,-6.8343301
0,-6.8343301
7,-6.6860571
21,-6.6860571
5,-6.6860571
2,-6.6860571
7,-6.6860571
3,-6.6860571
0,-6.6860571
8,-6.6860571
1,-6.6860571
0,-6.6860571
6,-6.6860571
2,-6.6860571
2,-6.6860571
2,-6.6860571
11,-3.2035873
0,-3.2035873
2,-3.2035873
4,-3.2035873
0,-3.2035873
0,-4.058465
7,-4.058465
7,-4.058465
1,-4.058465
7,-4.058465
10,-4.058465
1,-4.058465
15,-4.058465
0,-4.058465
0,-4.058465
2,-4.058465
5,-4.058465
22,-4.058465
0,-4.058465
7,-4.058465
0,-1.5643405
0,-2.2175021
0,-2.2175021
0,-2.2175021
4,-2.2175021
0,-2.2175021
4,-2.2175021
0,-2.2175021
0,-2.2175021
0,-2.2175021
0,-2.2175021
0,-2.2175021
0,-2.2175021
19,-2.2175021
0,-2.2175021
0,-2.2175021
0,-3.45509
0,-3.45509
0,-3.45509
17,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
0,-3.45509
3,-3.45509
0,-3.45509
5,-3.45509
0,-3.45509
0,-3.45509
10,-2.1016288
7,-2.1016288
0,-2.1016288
0,-2.1016288
0,-2.1016288
0,-2.1016288
0,-2.1016288
0,-2.1016288
20,-2.1016288
0,-2.1016288
0,-2.1016288
0,-2.1016288
19,-2.1016288
0,-2.1016288
5,-2.1016288
0,-2.1016288
14,-2.1016288
2,-2.1016288
0,-2.1016288
0,-2.1016288
0,-1.3771354
0,-1.3771354
0,-1.3771354
0,-1.3771354
1,-1.3771354
8,-1.3771354
0,-1.3771354
0,-1.3771354
0,-1.3771354
28,-1.3771354
0,-1.3771354
0,-1.3771354
0,-1.3771354
0,-1.3771354
4,-1.3771354
0,-1.3771354
7,-1.3771354
21,-1.3771354
0,-1.3771354
0,-1.3771354
4,-1.3771354
2,-1.3771354
0,-1.3771354
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
11,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-1.7520111
0,-5.5426807
0,-5.5426807
4,-5.5426807
0,-5.5426807
0,-5.5426807
0,-5.5426807
0,-5.5426807
0,-5.5426807
0,-5.5426807
17,-5.5426807
0,-5.5426807
3,-5.5426807
0,-5.5426807
5,-5.5426807
4,-5.5426807
0,-5.5426807
0,-.69053346
0,-.69053346
0,-.69053346
11,-.69053346
0,-.69053346
8,-.69053346
3,-.69053346
5,-.69053346
0,-.69053346
0,-.69053346
0,-.69053346
0,-.47897187
0,-.47897187
7,-.47897187
0,-.47897187
0,-.47897187
23,-.47897187
3,-.47897187
18,-.47897187
0,-.47897187
0,-.47897187
20,-.47897187
0,-.47897187
14,-.47897187
0,-.47897187
16,-.47897187
4,-2.2972772
24,-2.2972772
13,-2.2972772
2,-2.2972772
0,-2.2972772
10,-2.2972772
0,-2.2972772
21,-2.2972772
0,-2.2972772
0,-2.2972772
11,-2.2972772
14,-2.2972772
10,-2.2972772
0,-2.2972772
0,-2.2972772
14,-2.2972772
21,-2.2972772
0,-5.9551554
0,-5.9551554
0,-5.9551554
1,-5.9551554
6,-5.9551554
12,-5.9551554
18,-5.9551554
0,-5.9551554
0,-5.9551554
0,-5.9551554
4,-5.9551554
23,-5.9551554
1,-5.9551554
0,-5.9551554
7,-5.9551554
6,-5.9551554
0,-3.789746
0,-3.789746
0,-3.789746
0,-3.789746
8,-1.5635623
0,-3.1064529
7,-3.1064529
10,-3.1064529
11,-3.1064529
0,-3.1064529
11,-3.1064529
9,-3.1064529
0,-3.1064529
0,-3.1064529
12,-3.1064529
0,-3.1064529
5,-3.1064529
0,-3.1064529
0,-3.1064529
2,-3.1064529
0,-2.0004406
0,-2.0004406
0,-2.0004406
19,-2.0004406
4,-2.0004406
0,-2.0004406
9,-2.0004406
28,-2.0004406
0,-2.0004406
0,-2.0004406
0,-2.0004406
0,-2.0004406
2,-2.0004406
0,-2.0004406
0,-2.0004406
15,-2.0004406
9,-2.0004406
9,-2.0004406
0,-2.0004406
0,-1.9980857
0,-1.9980857
0,-1.9980857
0,-1.9980857
0,-1.9980857
0,-1.9980857
4,-1.9980857
18,-1.9980857
0,-1.9980857
0,-1.9980857
0,-1.9980857
0,-1.9980857
0,-1.9980857
0,-1.9980857
3,-1.9980857
0,-4.0917749
14,-4.0917749
0,-4.0917749
1,-4.0917749
16,-4.0917749
10,-4.0917749
0,-4.0917749
0,-4.0917749
1,-4.0917749
8,-4.0917749
9,-4.0917749
8,-4.0917749
12,-4.0917749
9,-4.0917749
0,-1.4796619
0,-1.4796619
0,-1.4796619
15,-1.4796619
0,.52318901
16,.52318901
2,.52318901
4,.52318901
14,.52318901
6,.52318901
8,.52318901
16,.52318901
4,.52318901
5,.52318901
10,.52318901
11,.52318901
0,-3.5856383
9,-3.5856383
0,-3.5856383
7,-3.5856383
0,-3.5856383
0,-3.5856383
0,-3.5856383
0,-3.5856383
0,-3.5856383
0,-3.5856383
5,-3.5856383
11,-3.5856383
0,-3.5856383
0,-3.5856383
0,-3.5856383
28,-3.5856383
0,-3.5856383
0,-3.5856383
0,-3.5856383
11,-3.5856383
11,-.91011715
16,-4.0795646
0,-4.0795646
2,-9.611414
5,-9.611414
0,-9.611414
0,-9.611414
0,-9.611414
9,-9.611414
8,-9.611414
0,-9.611414
1,-9.611414
3,-9.611414
0,-7.8857579
0,-7.8857579
0,-7.8857579
0,-7.8857579
5,-7.8857579
6,-7.8857579
3,-7.8857579
2,-7.8857579
5,-7.8857579
2,-7.8857579
3,-7.8857579
1,-7.8857579
0,-7.8857579
0,-7.8857579
0,-7.8857579
4,-7.8857579
0,-7.8857579
0,-7.8857579
0,-7.8857579
0,-7.8857579
0,-7.8857579
0,-7.41816
16,-7.41816
6,-7.41816
0,-7.41816
0,-9.7808371
0,-9.7808371
0,-9.7808371
4,-8.6511641
4,-9.7808371
0,-9.7808371
2,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.7808371
0,-9.8392477
19,-9.8392477
0,-9.8392477
0,-9.8392477
4,-9.8392477
0,-9.8392477
6,-9.8392477
0,-9.8392477
7,-9.8392477
0,-9.8392477
5,-9.8392477
8,-9.8392477
2,-9.8392477
3,-9.8392477
0,-9.8392477
0,-9.8392477
9,-9.8392477
0,-10.163834
7,-10.163834
0,-10.163834
0,-10.163834
0,-10.163834
0,-10.163834
0,-10.163834
0,-10.163834
0,-10.163834
0,-10.163834
5,-10.163834
14,-10.163834
0,-10.163834
6,-5.917047
0,-5.917047
0,-5.917047
0,-5.917047
0,-5.917047
8,-5.917047
2,-5.917047
34,-5.917047
4,-5.917047
0,-5.917047
8,-5.917047
5,-5.917047
11,-5.917047
6,-5.917047
2,-5.917047
9,-5.917047
11,-5.917047
0,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
3,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
0,-15.316532
9,-5.9429507
0,-5.9429507
0,-5.9429507
4,-5.9429507
5,-5.9429507
0,-5.9429507
0,-5.9429507
13,-5.9429507
0,-5.9429507
0,-5.9429507
0,-5.9429507
10,-5.9429507
5,-5.9429507
16,-5.9429507
5,-5.9429507
0,-5.9429507
7,-5.9429507
3,-5.7314091
0,-5.7314091
4,-5.7314091
0,-5.7314091
1,-5.7314091
0,-5.7314091
6,-5.7314091
0,-5.7314091
0,-4.7822499
6,-4.7822499
4,-4.7822499
5,-4.7822499
0,-4.7822499
3,-4.7822499
0,-4.7822499
3,-4.7822499
3,-4.7822499
7,-4.7822499
0,-4.7822499
11,-4.7822499
0,-4.7822499
2,-4.7822499
17,-4.7822499
0,-4.7822499
14,-.88286364
0,-.88286364
0,-.88286364
4,-.88286364
0,-.88286364
3,-.88286364
0,-.88286364
0,-.78236091
31,-.78236091
25,-.78236091
0,-.78236091
0,-.78236091
0,-.78236091
0,-.78236091
3,-.78236091
16,-.78236091
0,-.78236091
5,-.78236091
0,-.78236091
0,-.78236091
8,-.78236091
0,-.78236091
4,-.78236091
0,-.78236091
0,-.78236091
3,-.60832328
2,-.60832328
0,-.60832328
28,-.60832328
0,-.60832328
0,-.60832328
14,-.60832328
0,-.60832328
15,-.60832328
8,-.60832328
0,-.60832328
0,-.60832328
35,-.60832328
21,-.60832328
0,-.60832328
0,-.60832328
0,-.60832328
0,-.60832328
0,-1.6755885
0,-1.6755885
0,-1.6755885
0,.31936422
0,.31936422
0,.31936422
7,.31936422
6,.31936422
0,.31936422
7,.31936422
9,.31936422
0,.31936422
7,.31936422
0,.31936422
14,.31936422
9,.31936422
42,.31936422
9,.31936422
0,.31936422
3,-2.4412489
0,-1.1467109
4,-1.1467109
0,-1.1467109
0,-1.1467109
7,-1.1467109
0,-1.1467109
11,-1.1467109
16,-1.1467109
16,-1.1467109
1,-1.1467109
0,-1.1467109
0,-1.1467109
0,-1.1467109
0,-1.1467109
0,-1.1467109
0,-1.1467109
0,-1.1467109
7,-1.1467109
21,-1.1467109
3,-1.290565
0,-1.290565
0,-1.290565
7,-1.290565
2,-1.290565
2,-1.290565
5,-1.290565
0,-1.290565
15,-1.290565
0,-1.290565
3,-1.290565
0,-1.290565
5,-1.290565
0,-1.290565
0,-1.290565
0,-1.290565
0,-1.290565
0,-1.290565
2,-1.290565
7,-.40610388
0,-.40610388
0,-.40610388
0,-.40610388
0,-.40610388
0,-.40610388
5,-.40610388
0,-.40610388
4,-.40610388
8,-.40610388
0,-.40610388
0,-.40610388
0,-.40610388
0,-.40610388
28,-.40610388
0,-.40610388
7,-.40610388
32,-4.4158349
6,-4.4158349
0,-4.4158349
4,-4.4158349
0,-5.4030643
0,-5.4030643
0,-5.4030643
7,-5.4030643
0,-5.4030643
0,-5.4030643
0,-5.4030643
22,-5.4030643
0,-5.4030643
0,-5.4030643
0,-5.4030643
1,-5.4030643
0,-5.4030643
0,-5.4030643
11,-5.4030643
5,-5.4030643
0,-3.3754444
7,-3.3754444
2,-3.3754444
0,-3.3754444
0,-3.3754444
0,-3.3754444
14,-3.3754444
16,-3.3754444
7,-3.3754444
17,-3.3754444
0,-3.3754444
9,-3.3754444
12,-3.3754444
42,-3.3754444
0,-3.3754444
0,-3.3754444
3,-3.3754444
24,-3.3754444
8,-1.4585489
0,-1.4585489
0,-1.4585489
0,-1.4585489
0,-1.4585489
0,-1.4585489
0,-1.4585489
7,-1.4585489
3,-1.4585489
4,-1.4585489
0,-1.4585489
0,-1.4585489
0,-1.4585489
4,-1.4585489
4,-1.4585489
15,-1.4585489
0,-1.4585489
0,-1.4585489
2,-1.4585489
8,-3.0294187
16,-3.0294187
0,-3.0294187
5,-3.0294187
11,-3.0294187
12,-3.0294187
0,-3.0294187
18,-3.0294187
6,-3.0294187
5,-3.0294187
15,-3.0294187
0,-3.0294187
18,-3.0294187
18,-3.0294187
4,-2.6676655
0,-2.6676655
0,-2.6676655
2,-2.6676655
0,-2.6676655
0,-2.6676655
0,-2.6676655
2,-2.6676655
0,-2.6676655
7,-2.6676655
0,-2.6676655
10,-2.6676655
2,-2.6676655
0,-2.6676655
1,-2.6676655
7,-2.6676655
2,-2.6676655
7,-1.9834284
0,-1.9834284
16,-1.9834284
18,-1.9834284
3,-3.463881
14,-3.463881
7,-3.463881
2,-3.463881
9,-3.463881
0,-3.463881
22,-3.463881
0,-3.463881
10,-3.463881
3,-3.463881
7,-3.463881
0,-3.463881
25,-3.463881
4,-3.463881
15,-3.463881
2,-3.463881
1,-3.463881
0,-3.463881
25,-3.463881
0,-2.6348727
0,-2.6348727
4,-2.6348727
5,-2.6348727
4,-2.6348727
4,-2.6348727
0,-2.6348727
2,-2.6348727
14,-1.3199047
16,-1.3199047
16,-1.3199047
7,-1.3199047
16,-1.3199047
16,-1.3199047
0,-1.3199047
12,-1.3199047
0,-1.3199047
22,-1.3199047
22,-1.3199047
42,-1.3199047
0,-1.3199047
3,-1.3199047
0,-1.3199047
7,-1.3199047
0,-1.3199047
9,-1.3199047
