logFCS,logFCS_new
3.6763008,3.6365795
3.2958369,3.6365795
3.7013021,3.6365795
3.0445225,3.6365795
4.0775375,3.6365795
3.8066626,3.6365795
3.6109178,3.6365795
3.6763008,3.6365795
3.7495041,3.6365795
3.2188759,3.6365795
3.1570003,3.6365795
3.5695326,3.6365795
3.6506581,3.6365795
3.6888795,3.6365795
4.1431346,3.6365795
3.2958369,3.6365795
3.5115454,3.714972
3.4657359,3.714972
3.4965076,3.714972
3.4965076,3.714972
3.4657359,3.714972
3.7013021,3.714972
3.0445225,3.714972
3.5553482,3.714972
2.8033605,3.714972
3.7612002,3.714972
3.1135154,3.714972
3.0445225,3.714972
3.2580965,3.6365795
3.4499876,3.6365795
3.4339871,3.6365795
3.3843904,3.6365795
3.4339871,3.6365795
3.8607297,3.6365795
4.0253515,3.6365795
3.8177123,3.6365795
3.713572,3.6365795
4.0342407,3.6365795
3.2188759,3.6365795
3.6375861,3.6365795
3.7495041,3.6365795
3.4499876,3.6365795
3.5553482,3.6365795
4.1820502,3.6365795
3.4657359,3.6365795
3.4499876,3.6365795
3.9219732,3.6365795
3.2771447,3.6365795
3.7013021,3.714972
3.8918202,3.714972
4.1743875,3.714972
3.9702919,3.740356
4.1108737,3.740356
3.9120231,3.740356
4.5325994,3.740356
4.5747108,3.740356
3.6635616,3.740356
4.2904596,3.740356
4.5325994,3.740356
3.9702919,3.740356
4.1108737,3.697022
4.2121277,3.740356
3.9702919,3.7530553
4.1743875,3.740356
4.1108737,3.7276218
3.6375861,3.740356
4.4308167,3.7173469
2.8033605,3.740356
3.713572,3.740356
3.713572,3.7122169
4.2904596,3.740356
4.1108737,3.740356
4.3694477,3.740356
4.7184987,3.740356
4.4659081,3.7276218
4.0430512,3.714972
3.8286414,3.740356
4.4773369,3.740356
3.6375861,3.740356
3.871201,3.7896171
4.3438053,3.740356
3.6888795,3.740356
4.0253515,3.740356
3.6888795,3.740356
4.6347289,3.740356
4.2484951,3.740356
4.5432949,3.740356
4.5217886,3.740356
4.1271343,3.740356
4.1972017,3.5969141
3.9512436,3.740356
4.4998097,3.740356
3.9702919,3.740356
4.6051702,3.740356
4.2484951,3.740356
4.7004805,3.740356
4.2766662,3.740356
4.2046928,3.740356
4.5217886,3.740356
4.3694477,3.740356
3.9318256,3.740356
3.7256935,3.740356
4.5538769,3.6863537
4.1743875,3.740356
4.4426513,3.6875477
3.3322046,3.7276218
4.1431346,3.7276218
4.5108595,3.7276218
3.8918202,3.7276218
4.1431346,3.7276218
3.9702919,3.7276218
4.4308167,3.7276218
3.9889841,3.7276218
4.5747108,3.7276218
3.9512436,3.7276218
3.871201,3.7276218
4.1431346,3.7276218
4.4308167,3.7276218
4.0775375,3.740356
4.6443911,3.7276218
3.6506581,3.7276218
4.5325994,3.740356
4.3944492,3.740356
3.6375861,3.740356
3.713572,3.7276218
3.9512436,3.740356
4.3944492,3.740356
4.4659081,3.740356
3.4339871,3.740356
4.4543471,3.8222604
4.6347289,3.740356
4.0342407,3.740356
3.8501475,3.740356
4.6821313,3.740356
3.4965076,3.740356
3.9702919,3.740356
4.0430512,3.740356
3.6888795,3.740356
4.3820267,3.740356
4.4308167,3.740356
4.3174882,3.740356
3.6109178,3.740356
3.5115454,3.740356
3.7612002,3.740356
4.2972856,3.740356
3.9318256,3.740356
3.8177123,3.740356
3.8607297,3.740356
4.2904596,3.740356
3.9415817,3.740356
4.2046928,3.740356
4.6347289,3.740356
4.5747108,3.7727385
4.6347289,3.740356
4.4308167,3.740356
4.7184987,3.740356
3.9702919,3.7276218
4.5432949,3.740356
4.5432949,3.740356
4.6051702,3.6365795
4.3820267,3.740356
4.5108595,3.740356
4.4543471,3.740356
4.5849676,3.740356
4.5643482,3.740356
3.8501475,3.740356
3.871201,3.740356
3.9889841,3.8456628
3.7841897,3.740356
4.4067192,3.740356
4.1190372,3.7681251
4.0604429,3.740356
3.8918202,3.740356
4.1743875,3.740356
4.0073333,3.740356
3.5409594,3.740356
3.6375861,3.740356
3.4965076,3.740356
4.0073333,3.740356
4.051785,3.740356
3.6109178,3.6365795
3.4499876,3.740356
3.9889841,3.8273134
4.1431346,3.740356
3.713572,3.740356
4.2046928,3.740356
4.2626801,3.72333
4.4998097,3.740356
3.8501475,3.740356
4.3307333,3.8554184
4.5217886,3.7276218
3.4965076,3.7276218
3.8286414,3.7276218
3.7727609,3.7276218
4.1896548,3.7276218
3.9702919,3.7276218
4.1271343,3.7276218
3.871201,3.7276218
3.583519,3.7276218
3.7376697,3.7276218
3.9318256,3.7276218
3.6763008,3.7276218
4.3307333,3.7276218
3.871201,3.7276218
3.7256935,3.7276218
4.0604429,3.7276218
3.5695326,3.7129459
4.0690269,3.7129459
3.5553482,3.6875584
4.1190372,3.7129459
3.871201,3.7445347
3.6375861,3.7129459
3.6109178,3.7129459
3.8607297,3.7173469
3.1780539,3.7173469
3.2958369,3.7173469
4.1666651,3.7173469
3.198673,3.7173469
3.8607297,3.6875584
3.9318256,3.7173469
3.8286414,3.7173469
3.7013021,3.7173469
3.9889841,3.7173469
3.2580965,3.7173469
3.4011974,3.7173469
3.583519,3.7173469
3.1780539,3.7173469
3.9120231,3.7418294
3.624341,3.7173469
3.1135154,3.7173469
3.4965076,3.7173469
3.9982007,3.6875584
3.8177123,3.6875584
3.9702919,3.6875584
3.713572,3.6875584
3.3322046,3.6875584
4.1108737,3.6875584
3.4177268,3.6875584
4.0253515,3.6875584
3.3141861,3.6875584
3.5263605,3.6875584
3.2958369,3.6875584
3.7376697,3.6875584
3.2958369,3.6875584
3.6109178,3.6875584
3.5553482,3.6875584
3.8607297,3.6875584
3.5409594,3.6875584
3.9120231,3.7129459
4.3174882,3.6875584
4.2341065,3.6875584
4.2195077,3.6875584
3.4657359,3.6875584
4.0073333,3.6875584
4.1972017,3.6875584
3.2580965,3.6875584
3.7376697,3.6875584
4.1271343,3.6875584
3.713572,3.6875584
2.8332133,3.6875584
3.6888795,3.6875477
3.8815639,3.6875584
3.6888795,3.6875584
3.9415817,3.6875584
3.7376697,3.6875584
3.0910425,3.6875584
3.7256935,3.6875584
3.8066626,3.6875584
3.4499876,3.7129459
3.8177123,3.7129459
4.1108737,3.7129459
3.713572,3.7129459
3.8394523,3.7129459
3.7612002,3.7129459
4.1896548,3.7129459
3.2386785,3.7129459
3.9318256,3.7129459
3.48124,3.7129459
3.9318256,3.7129459
3.6888795,3.7129459
3.9219732,3.7129459
3.7256935,3.7129459
3.068053,3.7129459
4.0073333,3.7129459
4.1896548,3.7129459
3.583519,3.7129459
3.7841897,3.7129459
3.624341,3.7129459
3.9889841,3.72333
4.1431346,3.72333
3.1570003,3.72333
3.4011974,3.72333
3.4499876,3.7156587
4.0690269,3.72333
3.8501475,3.72333
3.6635616,3.72333
3.9120231,3.72333
3.9415817,3.72333
3.48124,3.72333
3.8815639,3.72333
4.0690269,3.72333
3.9120231,3.72333
3.9219732,3.72333
3.7612002,3.72333
3.7841897,3.7630298
3.48124,3.72333
3.5553482,3.72333
3.6109178,3.5244212
3.713572,3.5244212
3.8177123,3.5244212
3.7495041,3.5244212
3.2580965,3.5244212
3.5973122,3.5244212
3.7376697,3.5244212
4.0604429,3.5244212
3.6635616,3.5244212
3.8815639,3.5244212
3.5263605,3.5244212
3.583519,3.5244212
4.051785,3.5244212
3.7954891,3.5244212
3.583519,3.5244212
4.0253515,3.5244212
3.4657359,3.5244212
3.5409594,3.7630298
4.0073333,3.7630298
3.9318256,3.7630298
4.1588831,3.7630298
4.1108737,3.72333
3.7495041,3.72333
4.1026435,3.72333
3.871201,3.72333
3.9120231,3.72333
4.1896548,3.7129459
4.5108595,3.7157757
3.5553482,3.72333
3.9120231,3.72333
3.6506581,3.72333
4.2046928,3.72333
3.6635616,3.72333
4.4773369,3.7630298
3.9318256,3.714972
4.1351666,3.72333
4.2484951,3.7276218
3.9512436,3.7727385
4.4067192,3.7818274
4.4308167,3.7602787
3.9019728,3.7602787
4.2046928,3.7602787
4.1820502,3.7602787
3.9019728,3.7602787
3.6506581,3.7602787
4.4426513,3.7602787
3.9415817,3.7602787
4.0073333,3.7602787
4.051785,3.7818274
3.8177123,3.7602787
4.0342407,3.7602787
4.1351666,3.7602787
4.0690269,3.7602787
4.1271343,3.7602787
3.3843904,3.7602787
3.9512436,3.7069259
4.4308167,3.7069259
4.0775375,3.7069259
4.3820267,3.7069259
3.5695326,3.7069259
4.6347289,3.7122169
4.6634393,3.7069259
3.5973122,3.7069259
3.7954891,3.7069259
3.6888795,3.7122169
4.2972856,3.7069259
4.0859761,3.7069259
3.7256935,3.7069259
4.0859761,3.7069259
3.7495041,3.7069259
3.8394523,3.7069259
3.8918202,3.7069259
4.2121277,3.7069259
4.1588831,3.7069259
3.5115454,3.7284687
3.3322046,3.7284687
3.5695326,3.7284687
3.3843904,3.7284687
3.9219732,3.7284687
3.4657359,3.7727385
4.3040652,3.7284687
4.1190372,3.7284687
3.9120231,3.7284687
3.8815639,3.714972
3.7954891,3.7122169
3.6506581,3.7284687
3.8918202,3.7284687
3.2188759,3.7284687
3.9512436,3.7284687
4.0775375,3.7284687
3.6375861,3.7284687
4.0430512,3.7284687
4.1190372,3.7284687
4.0073333,3.7284687
3.624341,3.7284687
3.8286414,3.7284687
3.6506581,3.7284687
3.8286414,3.7284687
4.1351666,3.7284687
3.8501475,3.7284687
4.0253515,3.7284687
4.1108737,3.7284687
3.5695326,3.7276218
3.3322046,3.7284687
4.0943446,3.7284687
4.0775375,3.7604847
3.8286414,3.7284687
3.9120231,3.7284687
3.6375861,3.7530553
4.388257,3.7530553
4.051785,3.7530553
3.9702919,3.7530553
3.9889841,3.7530553
4.2341065,3.7530553
3.8918202,3.7530553
3.48124,3.7530553
4.0943446,3.7530553
3.9608133,3.7530553
4.4543471,3.7530553
4.3040652,3.7530553
3.6888795,3.740356
3.6635616,3.7727385
3.8286414,3.7530553
3.3499041,3.7530553
4.4426513,3.7530553
3.9120231,3.7530553
3.2386785,3.7530553
3.6109178,3.7530553
4.2696977,3.7284687
4.1431346,3.7284687
3.7013021,3.7284687
3.7727609,3.7284687
3.7612002,3.7284687
3.7841897,3.7284687
3.5695326,3.7284687
3.2580965,3.7284687
3.9019728,3.7122169
3.9019728,3.7784827
3.8286414,3.7784827
3.5263605,3.7784827
3.8394523,3.7784827
3.624341,3.7784827
4.3040652,3.7784827
3.7612002,3.7784827
3.6375861,3.7784827
3.6375861,3.7784827
3.6763008,3.7784827
3.9608133,3.7784827
3.7727609,3.7784827
3.583519,3.7784827
3.7013021,3.7784827
3.2958369,3.7784827
3.9318256,3.7784827
3.7954891,3.7784827
3.6109178,3.7784827
4.1351666,3.7784827
4.6151204,3.7530553
3.9702919,3.7784827
3.5973122,3.7784827
3.6375861,3.7784827
3.8607297,3.7784827
4.5747108,3.7784827
3.713572,3.7784827
3.6763008,3.7122169
3.7954891,3.7784827
3.871201,3.7784827
3.7256935,3.7276218
4.6051702,3.7122169
4.1108737,3.7784827
4.1820502,3.7784827
3.9702919,3.7784827
3.7256935,3.411453
3.8286414,3.411453
3.6888795,3.411453
3.8501475,3.411453
3.713572,3.411453
3.4965076,3.411453
3.7495041,3.411453
4.0253515,3.411453
4.2413268,3.411453
3.5973122,3.411453
3.5409594,3.411453
3.6109178,3.411453
3.6375861,3.411453
3.7495041,3.411453
3.6635616,3.411453
3.7495041,3.411453
4.6051702,3.7418294
3.9318256,3.7284687
4.3307333,3.7418294
3.9889841,3.7418294
4.3040652,3.7418294
3.2188759,3.7418294
3.4011974,3.7418294
3.4499876,3.7418294
3.9219732,3.7418294
3.6109178,3.7418294
3.624341,3.7418294
3.9318256,3.5244212
3.8607297,3.7418294
3.9120231,3.7418294
3.2958369,3.7418294
4.4773369,3.7418294
3.5973122,3.7418294
3.3672957,3.7418294
3.8815639,3.7418294
4.1896548,3.8273134
3.9219732,3.8554184
3.6506581,3.8554184
3.5115454,3.8554184
3.5695326,3.8554184
3.6888795,3.8554184
3.6888795,3.72333
3.7954891,3.8554184
3.7727609,3.8554184
3.583519,3.8554184
4.051785,3.8554184
3.9019728,3.8554184
3.2188759,3.8554184
3.871201,3.8554184
4.0775375,3.8554184
3.48124,3.8554184
3.6375861,3.8554184
3.5695326,3.8554184
3.8394523,3.6988299
3.9702919,3.6988299
2.8332133,3.7173469
3.5115454,3.6988299
3.3672957,3.7129459
3.4011974,3.6988299
3.0445225,3.6988299
4.1271343,3.7173469
3.3322046,3.6988299
3.6506581,3.6988299
3.9982007,3.6988299
3.6375861,3.6988299
3.5263605,3.7630298
4.5325994,3.7630298
4.0073333,3.7630298
4.4067192,3.7630298
4.1431346,3.7630298
3.2771447,3.7630298
3.8501475,3.7630298
3.4499876,3.7630298
3.9608133,3.7630298
4.2484951,3.7630298
4.051785,3.7630298
3.4499876,3.7630298
3.1780539,3.7630298
4.2626801,3.740356
3.5553482,3.7630298
4.4308167,3.7630298
4.5432949,3.7630298
4.5849676,3.7630298
4.6151204,3.7630298
4.2484951,3.7630298
3.9512436,3.7630298
4.1271343,3.7630298
4.1588831,3.7630298
4.7184987,3.7630298
4.6347289,3.7630298
4.2046928,3.7630298
3.8066626,3.5969141
4.2766662,3.5969141
4.2046928,3.5969141
3.8286414,3.740356
4.6821313,3.7276218
4.356709,3.7122169
3.7727609,3.5969141
3.9219732,3.411453
3.7013021,3.5969141
3.5973122,3.5969141
4.1896548,3.5969141
4.2904596,3.7630298
3.7841897,3.5969141
4.2484951,3.5969141
4.3694477,3.5969141
4.3307333,3.5969141
4.1431346,3.5969141
4.356709,3.5969141
4.0253515,3.5969141
3.9318256,3.5969141
3.8066626,3.5969141
4.0775375,3.5969141
3.4011974,3.5969141
4.3694477,3.5969141
4.2046928,3.7630298
4.3630986,3.7818274
4.2626801,3.7630298
4.0253515,3.7818274
3.9889841,3.740356
4.5747108,3.7630298
4.3040652,3.7630298
3.6506581,3.697022
4.6634393,3.7630298
3.9796817,3.7630298
4.3694477,3.7630298
4.1896548,3.7630298
4.1026435,3.7630298
4.5538769,3.7630298
4.1743875,3.7630298
4.1108737,3.7630298
4.0430512,3.7630298
3.9318256,3.5969141
3.8066626,3.5969141
3.8286414,3.5969141
4.0604429,3.5969141
4.0943446,3.5969141
4.0253515,3.7122169
4.0253515,3.5969141
4.2766662,3.5969141
4.5217886,3.5969141
3.9796817,3.5969141
3.6763008,3.5969141
4.5163388,3.5969141
4.3040652,3.7630298
4.5432949,3.5969141
4.5432949,3.5969141
3.8177123,3.5969141
3.8815639,3.5969141
4.2696977,3.5969141
3.8501475,3.7727385
3.7612002,3.7727385
3.9512436,3.7530553
3.6635616,3.7173469
4.3438053,3.7727385
3.8501475,3.7727385
3.8501475,3.7727385
3.713572,3.714972
4.5538769,3.7122169
4.3944492,3.7122169
4.1743875,3.7727385
3.9608133,3.7727385
4.6051702,3.7727385
4.3174882,3.7727385
3.9889841,3.7727385
4.1896548,3.7727385
4.1271343,3.7727385
4.4543471,3.7122169
4.5849676,3.740356
4.1588831,3.7727385
4.7184987,3.7784827
3.9702919,3.7727385
3.6635616,3.7727385
3.9120231,3.7727385
3.9889841,3.7727385
4.2195077,3.7122169
4.2341065,3.7727385
4.1431346,3.7122169
3.6888795,3.7122169
4.0430512,3.7122169
3.9702919,3.7122169
4.1896548,3.7122169
4.2766662,3.7122169
4.6051702,3.7122169
3.4965076,3.7122169
4.1108737,3.7122169
3.5553482,3.7122169
3.6888795,3.7122169
3.9318256,3.7784827
4.2195077,3.7604847
3.5973122,3.7122169
4.4188404,3.6818531
3.3322046,3.706615
4.1666651,3.706615
4.1431346,3.706615
3.8815639,3.706615
3.9889841,3.706615
3.8394523,3.706615
3.3322046,3.706615
3.9219732,3.706615
3.8918202,3.706615
3.7376697,3.706615
3.4657359,3.706615
3.1780539,3.706615
4.3372908,3.706615
3.8177123,3.706615
4.3438053,3.706615
3.713572,3.706615
3.583519,3.8076038
3.7376697,3.8076038
4.2972856,3.8076038
3.9889841,3.7397182
4.2341065,3.8076038
3.7612002,3.8076038
4.0943446,3.6818531
4.1972017,3.8076038
4.051785,3.8076038
4.1190372,3.8076038
3.6763008,3.8076038
4.0430512,3.8076038
4.0690269,3.7397182
3.7013021,3.8076038
3.9796817,3.8076038
3.8286414,3.8076038
4.0430512,3.8076038
3.9219732,3.8076038
4.2195077,3.8076038
4.2626801,3.8076038
3.7954891,3.8076038
3.7612002,3.8076038
4.1431346,3.7397182
3.871201,3.704324
4.2766662,3.7397182
3.6888795,3.7397182
3.9318256,3.8076038
3.8501475,3.7397182
3.5973122,3.6818531
3.9318256,3.7397182
3.1354942,3.7397182
3.9415817,3.7397182
3.9702919,3.7397182
4.1431346,3.7397182
3.8066626,3.7397182
3.7841897,3.6944833
4.2766662,3.7397182
4.6821313,3.7397182
3.5263605,3.7397182
3.6635616,3.8076038
3.9120231,3.8076038
3.7841897,3.8076038
3.713572,3.8076038
3.8286414,3.8076038
3.713572,3.8076038
4.1026435,3.7397182
3.9415817,3.8076038
3.6888795,3.8076038
3.3322046,3.7843328
3.7841897,3.8076038
3.871201,3.8076038
3.8815639,3.8076038
3.5409594,3.8076038
3.8394523,3.8076038
3.7612002,3.8076038
3.7013021,3.8076038
3.4177268,3.8076038
3.6506581,3.8076038
3.7841897,3.8076038
3.8918202,3.7196536
3.3672957,3.7196536
3.7727609,3.7196536
3.068053,3.7196536
3.3672957,3.7196536
3.7495041,3.7196536
4.1108737,3.7196536
3.7376697,3.7196536
4.0073333,3.7196536
3.713572,3.7196536
3.8286414,3.7196536
4.3757572,3.7610698
3.6888795,3.7196536
3.6109178,3.7196536
3.7841897,3.7196536
3.871201,3.8515382
3.8918202,3.8515382
3.8066626,3.8515382
3.5115454,3.8515382
3.9982007,3.8515382
3.5409594,3.8515382
3.7495041,3.8515382
3.1570003,3.8515382
3.3843904,3.8515382
4.2484951,3.8515382
4.0690269,3.8515382
3.8394523,3.8515382
3.0445225,3.8515382
3.8394523,3.7196536
3.9512436,3.8515382
4.3372908,3.8515382
3.2188759,3.8515382
3.5553482,3.7215316
3.9120231,3.6944833
3.9889841,3.7930133
3.7612002,3.7147107
3.6109178,3.7930133
3.9702919,3.7930133
3.4177268,3.7930133
3.4499876,3.7930133
3.9120231,3.7930133
3.2958369,3.7397182
3.2188759,3.7930133
3.9318256,3.7930133
3.6109178,3.7930133
3.4339871,3.7930133
3.4657359,3.8076038
3.6375861,3.7930133
3.7495041,3.7930133
3.4499876,3.7930133
3.4657359,3.7930133
4.3820267,3.6818531
3.7841897,3.6818531
4.1431346,3.6818531
4.2766662,3.6818531
3.2958369,3.6818531
4.1026435,3.6818531
4.0943446,3.6818531
4.5325994,3.6818531
4.4308167,3.6818531
4.0943446,3.6818531
4.0775375,3.6818531
3.5409594,3.6818531
3.9415817,3.6818531
4.1588831,3.6818531
3.9120231,3.6818531
4.3174882,3.6818531
3.9512436,3.6818531
4.0859761,3.6818531
4.3694477,3.6818531
3.9889841,3.6818531
4.1271343,3.6818531
3.5553482,3.6818531
4.3944492,3.7215316
4.0604429,3.7215316
4.2413268,3.7215316
3.5115454,3.7196536
4.1896548,3.7215316
3.6888795,3.7215316
3.2188759,3.7215316
4.3820267,3.7215316
3.4657359,3.7215316
3.7841897,3.7215316
3.4499876,3.7215316
3.7376697,3.7215316
3.8501475,3.7215316
4.2484951,3.7215316
3.6635616,3.6818531
3.5695326,3.6818531
3.3672957,3.6818531
3.9219732,3.8515382
4.0690269,3.6818531
3.0910425,3.6818531
3.7376697,3.6818531
3.9120231,3.6818531
4.0163832,3.6818531
4.2046928,3.6818531
4.1896548,3.6818531
3.8607297,3.6818531
4.1972017,3.6818531
3.4011974,3.6818531
4.7184987,3.6818531
4.1666651,3.6818531
4.3174882,3.6818531
3.6109178,3.6818531
3.0445225,3.6818531
3.7612002,3.6818531
3.1354942,3.6818531
3.2958369,3.6818531
4.1588831,3.6818531
4.4067192,3.6818531
4.2766662,3.6818531
3.48124,3.6818531
3.2580965,3.6818531
3.6888795,3.6818531
4.1510401,3.6818531
4.3307333,3.6818531
4.2904596,3.6818531
4.4543471,3.6818531
3.583519,3.6818531
3.4011974,3.6818531
3.6375861,3.6818531
3.5553482,3.7215316
3.3322046,3.6818531
4.4426513,3.6818531
4.3174882,3.6818531
4.0430512,3.6818531
4.3174882,3.6818531
4.3307333,3.6818531
4.2341065,3.6818531
4.5325994,3.7631187
4.2904596,3.6818531
4.3694477,3.5605209
4.0604429,3.6818531
4.4426513,3.704324
4.4188404,3.6818531
4.5643482,3.6818531
4.59512,3.6818531
4.1271343,3.7196536
4.2195077,3.7196536
3.8918202,3.7196536
3.9796817,3.6818531
3.4177268,3.6818531
4.0943446,3.6818531
3.8918202,3.690171
3.871201,3.690171
3.9219732,3.690171
3.9982007,3.690171
4.5217886,3.690171
3.7612002,3.690171
4.4773369,3.7215316
3.6635616,3.690171
3.7013021,3.690171
4.1108737,3.8274279
3.9796817,3.690171
3.8607297,3.690171
3.7612002,3.690171
3.9318256,3.690171
3.8918202,3.690171
4.0775375,3.690171
4.2766662,3.690171
4.3502779,3.690171
